Booking_ID,Property_ID,Room_Type_ID,Channel_ID,Customer_ID,Booking_Date,Check_In_Date,Check_Out_Date,Length_of_Stay,Adults,Children,Rooms_Booked,Payment_Method,Booking_Status,ADR,Discount_Percent,Room_Revenue,Extra_Charges,Total_Revenue
B011837,P003,RT01,CH04,C000983,30-08-2024,17-11-2024,19-11-2024,2,2,0,2,UPI,Checked-Out,2304.57,15,7835.54,672.17,8507.71
B011838,P004,RT04,CH03,C000909,01-09-2024,03-09-2024,08-09-2024,5,2,0,2,UPI,Cancelled,5330.92,10,47978.28,0,47978.28
B011839,P002,RT02,CH04,C000631,19-06-2025,01-07-2025,02-07-2025,1,3,0,1,UPI,Confirmed,2736.39,0,2736.39,921.82,3658.21
B011840,P005,RT05,CH08,C001292,12-08-2024,06-10-2024,08-10-2024,2,2,0,1,Credit Card,No-Show,4873.84,0,9747.68,0,9747.68
B011841,P006,RT01,CH04,C003210,25-11-2025,17-03-2026,19-03-2026,2,3,0,2,Net Banking,Checked-In,2035.73,0,8142.92,1346.62,9489.54
B011842,P004,RT02,CH01,C000049,22-04-2024,11-06-2024,15-06-2024,4,4,0,2,Cash,Checked-Out,2531.72,10,18228.38,448.88,18677.26
B011843,P008,RT02,CH04,C001756,21-11-2025,27-12-2025,28-12-2025,1,2,0,3,UPI,Checked-Out,2974.64,0,8923.92,912.28,9836.2
B011844,P006,RT02,CH03,C001899,18-07-2024,11-11-2024,14-11-2024,3,2,0,1,Credit Card,Cancelled,3046.93,0,9140.79,0,9140.79
B011845,P004,RT03,CH06,C003107,24-11-2024,15-03-2025,18-03-2025,3,2,0,3,Net Banking,Checked-Out,3948.24,0,35534.16,230.48,35764.64
B011846,P005,RT01,CH04,C002230,22-10-2024,23-01-2025,29-01-2025,6,2,1,1,Credit Card,Checked-In,1873.77,0,11242.62,461.35,11703.97
B011847,P004,RT01,CH06,C002168,04-10-2025,17-10-2025,19-10-2025,2,2,0,1,Net Banking,No-Show,2194.59,10,3950.26,0,3950.26
B011848,P007,RT03,CH07,C001812,08-03-2025,05-07-2025,07-07-2025,2,2,0,1,Debit Card,Confirmed,3884.21,0,7768.42,1018.92,8787.34
B011849,P003,RT02,CH03,C002316,07-10-2024,01-02-2025,04-02-2025,3,3,0,1,Debit Card,Confirmed,2947.62,10,7958.57,47.38,8005.95
B011850,P004,RT01,CH08,C000770,22-12-2025,15-04-2026,16-04-2026,1,2,1,1,Credit Card,Confirmed,1853.45,10,1668.1,254.76,1922.86
B011851,P002,RT02,CH02,C001500,03-05-2024,26-08-2024,28-08-2024,2,4,0,1,Credit Card,Cancelled,2725.74,0,5451.48,0,5451.48
B011852,P004,RT02,CH05,C000278,03-04-2024,08-05-2024,09-05-2024,1,3,0,1,Credit Card,Checked-In,3251.47,0,3251.47,181.16,3432.63
B011853,P007,RT03,CH01,C000803,29-03-2024,06-06-2024,10-06-2024,4,1,0,1,Net Banking,Confirmed,3656.43,15,12431.86,574.45,13006.31
B011854,P001,RT01,CH02,C003309,21-07-2024,21-08-2024,23-08-2024,2,3,0,1,UPI,Checked-Out,1674.69,0,3349.38,407.04,3756.42
B011855,P007,RT02,CH05,C001268,28-03-2024,07-05-2024,09-05-2024,2,2,0,1,Debit Card,Checked-Out,3118.87,10,5613.97,385.32,5999.29
B011856,P004,RT02,CH01,C002903,08-06-2024,17-07-2024,18-07-2024,1,2,2,1,Credit Card,Cancelled,3168.72,10,2851.85,0,2851.85
B011857,P008,RT03,CH01,C004881,23-08-2025,23-09-2025,24-09-2025,1,2,0,1,Debit Card,Checked-Out,3824.59,10,3442.13,207.26,3649.39
B011858,P006,RT04,CH03,C000654,01-05-2024,12-05-2024,19-05-2024,7,2,0,1,UPI,Confirmed,5977.81,0,41844.67,524.34,42369.01
B011859,P008,RT02,CH04,C000244,12-09-2025,27-12-2025,31-12-2025,4,4,2,1,UPI,Checked-In,3460.25,15,11764.85,1515.06,13279.91
B011860,P008,RT01,CH01,C000928,02-10-2024,12-01-2025,14-01-2025,2,4,0,1,UPI,Confirmed,1679.75,5,3191.52,152.63,3344.15
B011861,P005,RT01,CH04,C003233,04-09-2024,01-12-2024,05-12-2024,4,2,0,1,Net Banking,Checked-Out,1957.65,15,6656.01,666.53,7322.54
B011862,P001,RT01,CH05,C001600,07-02-2025,06-05-2025,09-05-2025,3,2,1,1,Debit Card,Checked-Out,1968.78,5,5611.02,90.49,5701.51
B011863,P005,RT01,CH03,C001165,21-03-2024,13-05-2024,15-05-2024,2,1,0,2,Credit Card,Checked-Out,2060.55,0,8242.2,80.55,8322.75
B011864,P006,RT03,CH01,C003526,20-01-2024,16-03-2024,17-03-2024,1,2,0,1,Credit Card,No-Show,4123.04,15,3504.58,0,3504.58
B011865,P002,RT03,CH05,C001953,10-04-2025,17-04-2025,22-04-2025,5,3,0,1,UPI,Confirmed,4626.84,20,18507.36,147.67,18655.03
B011866,P003,RT02,CH04,C001157,09-06-2025,20-07-2025,21-07-2025,1,2,0,1,UPI,Confirmed,2586.53,0,2586.53,619.84,3206.37
B011867,P002,RT01,CH04,C004056,13-08-2024,19-11-2024,22-11-2024,3,2,1,1,Credit Card,Checked-Out,2149.63,10,5804,1266.67,7070.67
B011868,P001,RT01,CH05,C002760,01-02-2024,10-04-2024,14-04-2024,4,2,0,1,Net Banking,No-Show,2114.92,0,8459.68,0,8459.68
B011869,P006,RT04,CH02,C002066,12-12-2025,28-03-2026,31-03-2026,3,2,1,1,Credit Card,Checked-Out,5799.38,10,15658.33,387.06,16045.39
B011870,P008,RT04,CH05,C002020,18-06-2024,24-08-2024,27-08-2024,3,3,0,1,Credit Card,Cancelled,4953.77,15,12632.11,0,12632.11
B011871,P006,RT01,CH02,C002970,25-09-2025,07-11-2025,08-11-2025,1,2,2,1,Debit Card,Checked-Out,1981.59,5,1882.51,369.42,2251.93
B011872,P008,RT02,CH03,C003924,04-12-2025,12-03-2026,14-03-2026,2,2,1,1,Debit Card,No-Show,3134.02,15,5327.83,0,5327.83
B011873,P003,RT01,CH01,C003943,04-01-2024,02-04-2024,03-04-2024,1,2,0,3,Debit Card,Confirmed,2084.56,15,5315.63,262.62,5578.25
B011874,P004,RT01,CH06,C001384,14-08-2024,13-09-2024,15-09-2024,2,2,0,1,UPI,Checked-In,1915.21,10,3447.38,839.15,4286.53
B011875,P001,RT01,CH04,C001876,03-05-2024,26-07-2024,29-07-2024,3,3,2,1,Net Banking,Checked-Out,1909.37,0,5728.11,502.46,6230.57
B011876,P003,RT02,CH08,C004973,07-08-2024,02-11-2024,03-11-2024,1,2,0,2,UPI,Confirmed,3480.1,0,6960.2,338.6,7298.8
B011877,P007,RT01,CH08,C001796,03-12-2025,31-03-2026,02-04-2026,2,3,0,1,Credit Card,Cancelled,1793.94,0,3587.88,0,3587.88
B011878,P007,RT01,CH08,C000022,22-08-2024,03-11-2024,07-11-2024,4,2,0,2,Net Banking,Cancelled,2208.65,0,17669.2,0,17669.2
B011879,P005,RT01,CH01,C003967,04-05-2025,10-05-2025,11-05-2025,1,2,0,1,Net Banking,Checked-Out,1979.61,0,1979.61,1137.83,3117.44
B011880,P008,RT01,CH04,C003538,12-07-2024,06-08-2024,09-08-2024,3,2,0,1,Debit Card,Checked-Out,1822.14,15,4646.46,1619.8,6266.26
B011881,P003,RT03,CH03,C000201,10-07-2025,06-08-2025,08-08-2025,2,4,0,1,Debit Card,Checked-In,4140.59,10,7453.06,493.99,7947.05
B011882,P005,RT01,CH04,C001289,01-11-2024,02-11-2024,05-11-2024,3,3,0,1,Credit Card,Cancelled,2166.56,0,6499.68,0,6499.68
B011883,P007,RT04,CH03,C003771,28-03-2024,10-05-2024,11-05-2024,1,2,0,1,Debit Card,Checked-Out,6780.57,5,6441.54,258.62,6700.16
B011884,P007,RT01,CH01,C003361,10-05-2024,26-07-2024,31-07-2024,5,2,2,1,Debit Card,Checked-In,1682.84,15,7152.07,2649.98,9802.05
B011885,P005,RT01,CH05,C002921,23-01-2024,02-04-2024,07-04-2024,5,2,0,3,UPI,Checked-Out,1993.2,5,28403.1,153.73,28556.83
B011886,P006,RT01,CH08,C002311,29-01-2025,14-02-2025,17-02-2025,3,2,0,1,Credit Card,Confirmed,1969.02,0,5907.06,156.74,6063.8
B011887,P003,RT01,CH04,C004513,15-03-2025,29-03-2025,05-04-2025,7,2,0,2,UPI,Checked-In,1714.47,0,24002.58,2652.93,26655.51
B011888,P006,RT01,CH03,C002114,18-09-2024,12-12-2024,14-12-2024,2,1,1,1,Credit Card,Checked-In,2171.86,10,3909.35,49.23,3958.58
B011889,P007,RT01,CH08,C001010,21-11-2024,22-12-2024,23-12-2024,1,2,1,1,Debit Card,Checked-In,2276.94,5,2163.09,754.17,2917.26
B011890,P006,RT04,CH03,C003583,10-11-2025,07-02-2026,08-02-2026,1,2,0,2,Debit Card,Confirmed,6049.48,20,9679.17,166.43,9845.6
B011891,P008,RT03,CH07,C004552,04-02-2024,26-02-2024,27-02-2024,1,2,0,3,Net Banking,Cancelled,3511.9,10,9482.13,0,9482.13
B011892,P002,RT04,CH07,C000955,31-01-2025,25-02-2025,26-02-2025,1,3,1,1,UPI,Confirmed,6143.57,10,5529.21,1605.15,7134.36
B011893,P002,RT01,CH04,C001827,20-06-2025,22-08-2025,25-08-2025,3,1,0,1,Debit Card,Cancelled,1997.47,15,5093.55,0,5093.55
B011894,P006,RT02,CH05,C002141,26-12-2025,18-04-2026,22-04-2026,4,4,0,1,UPI,Confirmed,3591.16,10,12928.18,1042.67,13970.85
B011895,P006,RT01,CH05,C004865,15-08-2025,09-10-2025,10-10-2025,1,3,0,1,Cash,Cancelled,1851.44,10,1666.3,0,1666.3
B011896,P008,RT03,CH05,C004959,18-11-2024,13-02-2025,14-02-2025,1,2,0,2,Credit Card,Confirmed,4084.99,0,8169.98,1113.53,9283.51
B011897,P005,RT05,CH02,C003368,02-08-2025,26-10-2025,27-10-2025,1,3,0,1,UPI,Cancelled,4675.05,10,4207.54,0,4207.54
B011898,P006,RT03,CH05,C003367,13-11-2025,11-03-2026,14-03-2026,3,2,0,2,Net Banking,Checked-Out,3663.67,20,17585.62,2141.14,19726.76
B011899,P001,RT01,CH01,C000532,28-05-2025,26-08-2025,30-08-2025,4,3,1,1,UPI,Checked-In,2044.59,0,8178.36,604.45,8782.81
B011900,P003,RT01,CH05,C001377,14-02-2024,05-03-2024,08-03-2024,3,2,0,2,Credit Card,Checked-Out,1725.96,0,10355.76,891.08,11246.84
B011901,P001,RT01,CH04,C004311,18-11-2025,24-12-2025,28-12-2025,4,2,0,2,Net Banking,Confirmed,2033.57,0,16268.56,2037.11,18305.67
B011902,P002,RT01,CH02,C003125,02-03-2024,13-04-2024,16-04-2024,3,2,0,1,Credit Card,Confirmed,1885.46,10,5090.74,732.99,5823.73
B011903,P001,RT01,CH06,C001164,12-07-2025,19-07-2025,23-07-2025,4,3,0,2,UPI,Checked-In,1718.19,5,13058.24,122.2,13180.44
B011904,P004,RT01,CH03,C001672,30-05-2025,12-06-2025,14-06-2025,2,3,0,3,Debit Card,Checked-Out,1922.9,20,9229.92,1686.87,10916.79
B011905,P004,RT01,CH04,C000448,30-11-2025,03-02-2026,05-02-2026,2,3,0,2,Net Banking,Cancelled,1898.23,20,6074.34,0,6074.34
B011906,P002,RT02,CH01,C002729,18-02-2024,12-06-2024,16-06-2024,4,2,0,2,Debit Card,Cancelled,2791.38,5,21214.49,0,21214.49
B011907,P001,RT02,CH03,C000879,16-03-2024,25-05-2024,28-05-2024,3,2,0,2,Debit Card,Checked-In,2887.29,10,15591.37,275.35,15866.72
B011908,P003,RT03,CH02,C001658,29-06-2025,25-07-2025,26-07-2025,1,3,0,1,Net Banking,Confirmed,4243.51,0,4243.51,156.8,4400.31
B011909,P008,RT01,CH02,C000026,25-02-2024,03-03-2024,08-03-2024,5,4,0,2,Credit Card,Confirmed,1914.07,10,17226.63,681.59,17908.22
B011910,P002,RT01,CH02,C003799,24-10-2024,30-12-2024,01-01-2025,2,2,0,1,Debit Card,Checked-Out,2040.42,10,3672.76,630.91,4303.67
B011911,P004,RT02,CH01,C001574,15-07-2024,11-09-2024,12-09-2024,1,4,0,1,UPI,Checked-Out,2813.13,0,2813.13,587.08,3400.21
B011912,P002,RT02,CH04,C000197,15-10-2024,24-10-2024,26-10-2024,2,2,0,1,UPI,Confirmed,3017.19,0,6034.38,1610.68,7645.06
B011913,P001,RT01,CH04,C004208,13-08-2024,30-11-2024,02-12-2024,2,3,2,1,Credit Card,Checked-In,2284.08,5,4339.75,754.73,5094.48
B011914,P001,RT04,CH04,C001679,11-08-2024,06-12-2024,08-12-2024,2,1,1,1,Credit Card,Cancelled,6081.69,0,12163.38,0,12163.38
B011915,P001,RT01,CH04,C001981,01-08-2025,16-09-2025,19-09-2025,3,1,1,2,Credit Card,No-Show,1705.36,20,8185.73,0,8185.73
B011916,P005,RT01,CH07,C001844,25-12-2024,03-01-2025,05-01-2025,2,4,0,1,Net Banking,No-Show,2001.51,0,4003.02,0,4003.02
B011917,P001,RT02,CH01,C004478,07-07-2025,22-07-2025,24-07-2025,2,1,1,1,Credit Card,Checked-Out,2867.28,10,5161.1,569.69,5730.79
B011918,P006,RT01,CH05,C003219,13-02-2024,15-02-2024,17-02-2024,2,3,0,1,Cash,Confirmed,1709.61,10,3077.3,1260.85,4338.15
B011919,P004,RT02,CH07,C004474,03-09-2025,25-09-2025,27-09-2025,2,2,0,1,Credit Card,Checked-Out,3152.87,10,5675.17,236.62,5911.79
B011920,P007,RT02,CH01,C002829,16-03-2025,17-03-2025,22-03-2025,5,2,0,1,Debit Card,Checked-In,2528.08,15,10744.34,539.83,11284.17
B011921,P004,RT01,CH04,C003287,05-02-2024,09-04-2024,11-04-2024,2,2,0,1,UPI,Cancelled,2045.06,5,3885.61,0,3885.61
B011922,P005,RT05,CH04,C002002,28-02-2025,13-05-2025,14-05-2025,1,2,0,2,Cash,Confirmed,5268.14,10,9482.65,574.54,10057.19
B011923,P004,RT01,CH02,C000023,26-09-2025,15-01-2026,16-01-2026,1,2,0,1,Cash,Confirmed,1728.49,5,1642.07,395.85,2037.92
B011924,P004,RT03,CH02,C004432,26-11-2025,27-01-2026,30-01-2026,3,2,0,1,Debit Card,Checked-In,3528.13,10,9525.95,1022.64,10548.59
B011925,P002,RT01,CH06,C001214,06-01-2025,04-03-2025,07-03-2025,3,3,1,2,Debit Card,Checked-Out,1638.34,0,9830.04,232.24,10062.28
B011926,P007,RT02,CH04,C002329,29-05-2025,13-09-2025,14-09-2025,1,2,1,1,Credit Card,No-Show,3075.07,10,2767.56,0,2767.56
B011927,P007,RT01,CH03,C002139,04-01-2025,09-02-2025,16-02-2025,7,2,0,2,Credit Card,Checked-Out,2069.37,0,28971.18,1828.13,30799.31
B011928,P001,RT03,CH06,C000493,21-07-2025,19-09-2025,22-09-2025,3,4,1,1,UPI,Checked-In,3466.92,15,8840.65,148.45,8989.1
B011929,P006,RT03,CH06,C004580,15-03-2025,03-04-2025,05-04-2025,2,2,1,1,UPI,Cancelled,4065.28,0,8130.56,0,8130.56
B011930,P006,RT01,CH03,C004236,10-11-2025,08-01-2026,10-01-2026,2,2,1,2,Credit Card,Cancelled,1769.87,0,7079.48,0,7079.48
B011931,P002,RT01,CH04,C001487,21-10-2024,10-11-2024,15-11-2024,5,4,0,1,Debit Card,Confirmed,2090.64,20,8362.56,108.55,8471.11
B011932,P006,RT05,CH05,C003092,11-09-2025,13-12-2025,15-12-2025,2,4,0,1,Credit Card,No-Show,4732.72,0,9465.44,0,9465.44
B011933,P002,RT04,CH03,C001621,07-03-2024,31-03-2024,01-04-2024,1,1,0,2,Credit Card,Checked-Out,5790.5,5,11001.95,741.71,11743.66
B011934,P007,RT02,CH05,C001637,28-08-2025,13-10-2025,15-10-2025,2,2,2,1,UPI,No-Show,3331.51,10,5996.72,0,5996.72
B011935,P007,RT02,CH02,C000939,16-11-2024,04-02-2025,06-02-2025,2,4,0,1,Net Banking,Confirmed,2714.62,0,5429.24,861.31,6290.55
B011936,P008,RT03,CH03,C000924,29-05-2025,07-07-2025,08-07-2025,1,2,0,1,Debit Card,Cancelled,3608.88,15,3067.55,0,3067.55
B011937,P007,RT01,CH03,C003994,17-01-2025,08-03-2025,09-03-2025,1,2,0,2,Credit Card,Confirmed,1971.44,10,3548.59,790.38,4338.97
B011938,P006,RT02,CH08,C004121,10-05-2024,04-08-2024,06-08-2024,2,2,0,1,Credit Card,Cancelled,2613.01,5,4964.72,0,4964.72
B011939,P004,RT02,CH07,C001492,06-02-2024,28-04-2024,03-05-2024,5,3,2,1,Net Banking,Confirmed,2998.74,5,14244.01,1028.89,15272.9
B011940,P007,RT03,CH04,C001426,07-02-2025,25-05-2025,30-05-2025,5,2,1,1,Credit Card,Confirmed,4019.3,0,20096.5,1795.41,21891.91
B011941,P008,RT01,CH04,C000168,29-01-2025,18-02-2025,22-02-2025,4,2,0,1,Credit Card,Confirmed,1808.1,20,5785.92,868.35,6654.27
B011942,P003,RT02,CH01,C001367,31-12-2025,06-01-2026,07-01-2026,1,2,0,1,Credit Card,Checked-Out,2813.81,10,2532.43,170.35,2702.78
B011943,P001,RT02,CH05,C003775,25-10-2025,30-10-2025,31-10-2025,1,1,0,1,UPI,Checked-Out,3223.66,0,3223.66,919.12,4142.78
B011944,P003,RT04,CH03,C002459,16-07-2024,19-09-2024,21-09-2024,2,1,0,1,Cash,Confirmed,5551.75,10,9993.15,853.77,10846.92
B011945,P004,RT03,CH05,C000140,05-03-2024,07-03-2024,10-03-2024,3,3,0,1,Net Banking,Checked-Out,4037.21,0,12111.63,713.46,12825.09
B011946,P005,RT04,CH07,C001286,30-04-2024,09-06-2024,12-06-2024,3,2,0,1,UPI,Checked-Out,5216.63,5,14867.4,278.43,15145.83
B011947,P002,RT04,CH01,C000506,04-12-2024,14-12-2024,15-12-2024,1,3,0,1,Debit Card,Cancelled,6587.96,15,5599.77,0,5599.77
B011948,P008,RT02,CH04,C000838,06-01-2025,06-03-2025,08-03-2025,2,2,0,1,Cash,Confirmed,2573.43,0,5146.86,607.42,5754.28
B011949,P006,RT01,CH04,C000940,25-09-2025,16-10-2025,22-10-2025,6,1,0,2,Credit Card,Checked-Out,1874.88,5,21373.63,480.66,21854.29
B011950,P006,RT02,CH02,C004309,25-11-2024,13-01-2025,15-01-2025,2,2,0,1,Credit Card,Checked-In,2632.82,0,5265.64,273.54,5539.18
B011951,P004,RT04,CH05,C000559,08-06-2024,25-07-2024,28-07-2024,3,2,0,1,Credit Card,Confirmed,5961.13,10,16095.05,405.84,16500.89
B011952,P006,RT01,CH04,C002084,02-12-2025,23-01-2026,25-01-2026,2,2,1,1,Credit Card,Checked-Out,1621.53,0,3243.06,1257.98,4501.04
B011953,P004,RT02,CH06,C001068,10-05-2025,20-06-2025,24-06-2025,4,3,0,1,Credit Card,Checked-Out,2837.86,5,10783.87,1520.56,12304.43
B011954,P008,RT01,CH01,C000407,04-09-2025,24-12-2025,28-12-2025,4,2,1,2,UPI,Cancelled,2069.45,5,15727.82,0,15727.82
B011955,P003,RT01,CH03,C004183,31-07-2025,08-08-2025,11-08-2025,3,1,0,1,UPI,Cancelled,1701.4,0,5104.2,0,5104.2
B011956,P005,RT03,CH08,C003107,24-02-2025,18-05-2025,24-05-2025,6,1,0,1,Net Banking,Checked-In,3863.36,5,22021.15,1332.47,23353.62
B011957,P002,RT03,CH05,C000721,15-02-2024,16-02-2024,17-02-2024,1,2,0,1,UPI,Checked-Out,4338.21,0,4338.21,170.88,4509.09
B011958,P006,RT02,CH05,C004262,17-12-2025,09-04-2026,11-04-2026,2,2,0,1,Debit Card,Checked-Out,3077.26,0,6154.52,986.61,7141.13
B011959,P005,RT04,CH03,C003586,15-03-2025,16-05-2025,17-05-2025,1,1,0,2,UPI,Cancelled,5703.27,15,9695.56,0,9695.56
B011960,P005,RT01,CH01,C000879,01-11-2024,19-01-2025,20-01-2025,1,2,0,1,Credit Card,Confirmed,1930.83,10,1737.75,608.23,2345.98
B011961,P005,RT01,CH08,C002495,16-01-2025,15-04-2025,19-04-2025,4,3,0,2,Net Banking,Cancelled,2179.16,5,16561.62,0,16561.62
B011962,P001,RT04,CH01,C001502,04-02-2025,30-05-2025,02-06-2025,3,2,0,1,UPI,Checked-Out,5728.68,0,17186.04,381.79,17567.83
B011963,P005,RT02,CH08,C004631,22-06-2025,14-07-2025,15-07-2025,1,2,0,1,Debit Card,Cancelled,3003.62,0,3003.62,0,3003.62
B011964,P007,RT01,CH02,C003098,05-11-2024,21-01-2025,28-01-2025,7,2,2,1,Credit Card,Checked-Out,2021.57,0,14150.99,1347.48,15498.47
B011965,P004,RT03,CH02,C000030,24-06-2025,16-09-2025,17-09-2025,1,3,1,1,Cash,Confirmed,3863.13,10,3476.82,436,3912.82
B011966,P001,RT04,CH03,C002835,25-09-2024,20-12-2024,23-12-2024,3,4,0,1,Credit Card,Cancelled,6910.75,0,20732.25,0,20732.25
B011967,P007,RT03,CH04,C000679,08-03-2025,22-05-2025,25-05-2025,3,3,1,1,UPI,Checked-Out,4189.35,0,12568.05,261.5,12829.55
B011968,P001,RT03,CH06,C000224,25-01-2024,28-01-2024,30-01-2024,2,2,1,1,Debit Card,Checked-Out,4079,10,7342.2,505.42,7847.62
B011969,P005,RT01,CH08,C002154,09-12-2024,27-02-2025,04-03-2025,5,2,0,2,UPI,Checked-Out,1835.26,0,18352.6,386.9,18739.5
B011970,P006,RT01,CH03,C004157,09-04-2024,12-07-2024,14-07-2024,2,3,0,1,Credit Card,Confirmed,1955.69,5,3715.81,381.56,4097.37
B011971,P006,RT04,CH01,C001487,10-02-2025,12-05-2025,16-05-2025,4,3,0,1,Credit Card,Confirmed,5795.42,0,23181.68,189.51,23371.19
B011972,P006,RT02,CH05,C004182,08-10-2024,28-11-2024,01-12-2024,3,1,0,3,Credit Card,Checked-Out,3504.61,0,31541.49,176.54,31718.03
B011973,P006,RT01,CH05,C003560,13-07-2025,03-09-2025,05-09-2025,2,2,0,1,UPI,Cancelled,1787.59,0,3575.18,0,3575.18
B011974,P004,RT02,CH03,C004731,06-11-2025,29-12-2025,31-12-2025,2,2,0,2,UPI,Cancelled,2846.86,0,11387.44,0,11387.44
B011975,P008,RT03,CH02,C003467,24-01-2025,16-03-2025,17-03-2025,1,3,0,1,Net Banking,Checked-Out,4282.86,0,4282.86,926.9,5209.76
B011976,P006,RT01,CH03,C004449,20-12-2025,27-01-2026,28-01-2026,1,2,0,2,UPI,No-Show,1951.29,10,3512.32,0,3512.32
B011977,P002,RT02,CH05,C003800,14-03-2024,18-04-2024,21-04-2024,3,3,0,1,UPI,No-Show,3524.64,0,10573.92,0,10573.92
B011978,P005,RT01,CH04,C001448,26-02-2025,16-06-2025,18-06-2025,2,4,0,1,Debit Card,Checked-In,1843.98,0,3687.96,151.45,3839.41
B011979,P001,RT01,CH06,C004275,26-02-2024,13-05-2024,15-05-2024,2,3,0,1,UPI,Confirmed,2026.2,10,3647.16,481.23,4128.39
B011980,P002,RT03,CH02,C000582,31-03-2024,24-07-2024,25-07-2024,1,1,0,2,Debit Card,Checked-Out,3989.62,0,7979.24,633.24,8612.48
B011981,P006,RT01,CH07,C001950,12-07-2024,06-11-2024,07-11-2024,1,2,0,1,Debit Card,No-Show,2094.53,0,2094.53,0,2094.53
B011982,P002,RT01,CH02,C004510,28-01-2025,27-02-2025,02-03-2025,3,2,0,2,Cash,Checked-In,2010.65,5,11460.71,682.53,12143.24
B011983,P001,RT04,CH03,C000206,10-05-2025,11-06-2025,15-06-2025,4,2,0,1,Credit Card,Checked-In,6176.67,0,24706.68,1249.34,25956.02
B011984,P006,RT03,CH04,C000950,18-07-2024,26-07-2024,28-07-2024,2,2,1,1,Credit Card,Checked-In,3503.53,5,6656.71,907.28,7563.99
B011985,P002,RT02,CH06,C000775,09-01-2024,30-01-2024,01-02-2024,2,2,1,1,Debit Card,No-Show,2774.13,15,4716.02,0,4716.02
B011986,P004,RT01,CH02,C001091,31-08-2024,05-10-2024,08-10-2024,3,2,0,1,Cash,Confirmed,2205.02,0,6615.06,652.6,7267.66
B011987,P004,RT01,CH08,C000479,06-08-2025,07-11-2025,08-11-2025,1,2,0,1,Debit Card,Checked-Out,1998.69,0,1998.69,678.38,2677.07
B011988,P005,RT02,CH05,C001162,15-02-2024,06-04-2024,08-04-2024,2,4,0,2,Debit Card,Checked-In,3333.55,10,12000.78,1284.12,13284.9
B011989,P008,RT01,CH02,C000225,31-07-2024,08-08-2024,11-08-2024,3,2,0,1,UPI,Confirmed,1948.32,15,4968.22,336.66,5304.88
B011990,P005,RT02,CH05,C001085,23-10-2024,03-01-2025,08-01-2025,5,3,0,1,Credit Card,Checked-Out,2938.13,20,11752.52,765.71,12518.23
B011991,P007,RT02,CH05,C003961,21-02-2025,18-06-2025,22-06-2025,4,3,2,1,Cash,Cancelled,3216.8,0,12867.2,0,12867.2
B011992,P002,RT02,CH06,C001317,06-06-2024,08-08-2024,13-08-2024,5,1,2,1,Cash,Confirmed,2696.69,0,13483.45,305.13,13788.58
B011993,P001,RT01,CH07,C000015,14-11-2025,25-11-2025,02-12-2025,7,2,0,3,Credit Card,Checked-Out,1996.4,0,41924.4,780.99,42705.39
B011994,P004,RT01,CH05,C000050,08-04-2025,08-07-2025,09-07-2025,1,2,0,2,Debit Card,Checked-Out,2032.53,5,3861.81,433.69,4295.5
B011995,P003,RT05,CH03,C003498,13-09-2024,28-09-2024,01-10-2024,3,2,0,1,Debit Card,Confirmed,4684.98,15,11946.7,953.79,12900.49
B011996,P008,RT05,CH06,C000964,12-07-2025,20-10-2025,22-10-2025,2,4,1,1,UPI,No-Show,5466.88,5,10387.07,0,10387.07
B011997,P005,RT02,CH05,C000123,21-08-2024,11-12-2024,14-12-2024,3,1,0,1,Credit Card,Confirmed,2988.99,10,8070.27,359.81,8430.08
B011998,P007,RT03,CH04,C004758,06-06-2024,04-10-2024,05-10-2024,1,4,0,2,UPI,Cancelled,4361.97,5,8287.74,0,8287.74
B011999,P004,RT02,CH03,C001919,09-02-2025,19-04-2025,23-04-2025,4,2,0,1,Net Banking,Checked-In,3249.73,5,12348.97,1089.66,13438.63
B012000,P007,RT01,CH08,C000671,15-01-2024,23-01-2024,27-01-2024,4,2,0,1,Debit Card,Checked-Out,1841.07,15,6259.64,771.34,7030.98
B012001,P006,RT01,CH04,C003044,18-08-2025,02-12-2025,06-12-2025,4,2,0,1,UPI,Cancelled,1849.22,10,6657.19,0,6657.19
B012002,P002,RT01,CH05,C002301,08-11-2025,11-12-2025,18-12-2025,7,2,1,1,UPI,No-Show,1982.59,0,13878.13,0,13878.13
B012003,P007,RT02,CH03,C003273,23-01-2024,26-04-2024,28-04-2024,2,2,0,1,Credit Card,Checked-Out,3436.94,10,6186.49,828.07,7014.56
B012004,P008,RT02,CH06,C001820,27-11-2025,26-03-2026,02-04-2026,7,2,0,1,UPI,Confirmed,2738.89,5,18213.62,106.41,18320.03
B012005,P004,RT05,CH03,C002768,27-07-2024,02-08-2024,03-08-2024,1,2,0,1,UPI,Confirmed,4952.16,0,4952.16,994.21,5946.37
B012006,P004,RT03,CH06,C002552,04-02-2024,06-03-2024,07-03-2024,1,2,0,1,Credit Card,Cancelled,3996.48,10,3596.83,0,3596.83
B012007,P002,RT04,CH01,C000846,06-12-2025,23-01-2026,24-01-2026,1,1,0,1,UPI,Checked-Out,5721.01,0,5721.01,717.65,6438.66
B012008,P005,RT04,CH05,C004096,26-08-2024,10-12-2024,11-12-2024,1,2,0,2,Debit Card,Confirmed,6661.42,0,13322.84,725.82,14048.66
B012009,P005,RT03,CH04,C000559,29-06-2024,21-08-2024,23-08-2024,2,2,0,1,Credit Card,Checked-Out,3574.46,15,6076.58,211.56,6288.14
